,Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
172682,2022-11-24 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
172704,2022-11-24 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
172726,2022-11-24 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
172748,2022-11-24 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
172770,2022-11-24 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.01,bereinigt
172792,2022-11-24 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
172814,2022-11-24 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.9,bereinigt
172836,2022-11-24 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,37.48,bereinigt
172858,2022-11-24 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,26.61,bereinigt
172880,2022-11-24 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,158.75,bereinigt
172902,2022-11-24 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,366.48,bereinigt
172924,2022-11-24 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,200.76,bereinigt
172946,2022-11-24 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,317.7,bereinigt
172968,2022-11-24 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,183.4,bereinigt
172990,2022-11-24 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,96.82,bereinigt
173012,2022-11-24 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.1,bereinigt
173034,2022-11-24 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173056,2022-11-24 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173078,2022-11-24 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173100,2022-11-24 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173122,2022-11-24 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173144,2022-11-24 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173166,2022-11-24 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173188,2022-11-25 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173210,2022-11-25 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173232,2022-11-25 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173254,2022-11-25 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173276,2022-11-25 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173298,2022-11-25 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173320,2022-11-25 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173342,2022-11-25 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.73,bereinigt
173364,2022-11-25 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,25.83,bereinigt
173386,2022-11-25 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,106.84,bereinigt
173408,2022-11-25 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,130.06,bereinigt
173430,2022-11-25 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,81.44,bereinigt
173452,2022-11-25 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,122.24,bereinigt
173474,2022-11-25 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,94.02,bereinigt
173496,2022-11-25 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,44.97,bereinigt
173518,2022-11-25 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,24.21,bereinigt
173540,2022-11-25 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,4.16,bereinigt
173562,2022-11-25 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173584,2022-11-25 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173606,2022-11-25 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173628,2022-11-25 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173650,2022-11-25 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173672,2022-11-25 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
173694,2022-11-25 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173716,2022-11-26 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173738,2022-11-26 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173760,2022-11-26 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173782,2022-11-26 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173804,2022-11-26 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173826,2022-11-26 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173848,2022-11-26 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
173870,2022-11-26 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.24,bereinigt
173892,2022-11-26 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,24.28,bereinigt
173914,2022-11-26 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,146.32,bereinigt
173936,2022-11-26 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,186.34,bereinigt
173958,2022-11-26 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,213.22,bereinigt
173980,2022-11-26 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,299.71,bereinigt
174002,2022-11-26 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,137.88,bereinigt
174024,2022-11-26 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,99.87,bereinigt
174046,2022-11-26 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,64.7,bereinigt
174068,2022-11-26 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,11.02,bereinigt
174090,2022-11-26 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
174112,2022-11-26 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174134,2022-11-26 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174156,2022-11-26 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174178,2022-11-26 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174200,2022-11-26 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
174222,2022-11-26 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174244,2022-11-27 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174266,2022-11-27 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174288,2022-11-27 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174310,2022-11-27 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
174332,2022-11-27 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174354,2022-11-27 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174376,2022-11-27 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
174398,2022-11-27 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.61,bereinigt
174420,2022-11-27 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,19.36,bereinigt
174442,2022-11-27 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,78.85,bereinigt
174464,2022-11-27 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,195.87,bereinigt
174486,2022-11-27 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,225.42,bereinigt
174508,2022-11-27 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,202.96,bereinigt
174530,2022-11-27 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,282.96,bereinigt
174552,2022-11-27 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,110.51,bereinigt
174574,2022-11-27 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,49.24,bereinigt
174596,2022-11-27 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.67,bereinigt
174618,2022-11-27 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174640,2022-11-27 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174662,2022-11-27 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174684,2022-11-27 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174706,2022-11-27 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174728,2022-11-27 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174750,2022-11-27 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174772,2022-11-28 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174794,2022-11-28 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174816,2022-11-28 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174838,2022-11-28 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174860,2022-11-28 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174882,2022-11-28 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174904,2022-11-28 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
174926,2022-11-28 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.13,bereinigt
174948,2022-11-28 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,26.02,bereinigt
174970,2022-11-28 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,62.69,bereinigt
174992,2022-11-28 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,79.6,bereinigt
175014,2022-11-28 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,145.9,bereinigt
175036,2022-11-28 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,169.59,bereinigt
175058,2022-11-28 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,112.89,bereinigt
175080,2022-11-28 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,75.66,bereinigt
175102,2022-11-28 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,36.47,bereinigt
175124,2022-11-28 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.18,bereinigt
175146,2022-11-28 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175168,2022-11-28 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175190,2022-11-28 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
175212,2022-11-28 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175234,2022-11-28 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175256,2022-11-28 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175278,2022-11-28 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175300,2022-11-29 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175322,2022-11-29 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175344,2022-11-29 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175366,2022-11-29 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175388,2022-11-29 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175410,2022-11-29 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175432,2022-11-29 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175454,2022-11-29 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.19,bereinigt
175476,2022-11-29 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,11.29,bereinigt
175498,2022-11-29 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,63.34,bereinigt
175520,2022-11-29 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,101.21,bereinigt
175542,2022-11-29 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,90.75,bereinigt
175564,2022-11-29 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,103.75,bereinigt
175586,2022-11-29 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,110.52,bereinigt
175608,2022-11-29 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,85.6,bereinigt
175630,2022-11-29 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,37.74,bereinigt
175652,2022-11-29 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,2.73,bereinigt
175674,2022-11-29 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175696,2022-11-29 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175718,2022-11-29 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175740,2022-11-29 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
175762,2022-11-29 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175784,2022-11-29 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
175806,2022-11-29 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175828,2022-11-30 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175850,2022-11-30 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175872,2022-11-30 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175894,2022-11-30 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175916,2022-11-30 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175938,2022-11-30 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175960,2022-11-30 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
175982,2022-11-30 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.05,bereinigt
176004,2022-11-30 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,9.93,bereinigt
176026,2022-11-30 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,17.06,bereinigt
176048,2022-11-30 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,64.28,bereinigt
176070,2022-11-30 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,117.3,bereinigt
176092,2022-11-30 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,91.52,bereinigt
176114,2022-11-30 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,112.6,bereinigt
176136,2022-11-30 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,45.18,bereinigt
176158,2022-11-30 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,13.37,bereinigt
176180,2022-11-30 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,3.6,bereinigt
176202,2022-11-30 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176224,2022-11-30 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176246,2022-11-30 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176268,2022-11-30 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176290,2022-11-30 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176312,2022-11-30 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176334,2022-11-30 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176356,2022-12-01 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176378,2022-12-01 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176400,2022-12-01 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176422,2022-12-01 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176444,2022-12-01 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176466,2022-12-01 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176488,2022-12-01 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176510,2022-12-01 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.57,bereinigt
176532,2022-12-01 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,22.92,bereinigt
176554,2022-12-01 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,62.26,bereinigt
176576,2022-12-01 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,53.76,bereinigt
176598,2022-12-01 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,61.69,bereinigt
176620,2022-12-01 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,66.31,bereinigt
176642,2022-12-01 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,26.14,bereinigt
176664,2022-12-01 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,27.6,bereinigt
176686,2022-12-01 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,14.9,bereinigt
176708,2022-12-01 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.96,bereinigt
176730,2022-12-01 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176752,2022-12-01 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176774,2022-12-01 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176796,2022-12-01 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176818,2022-12-01 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176840,2022-12-01 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176862,2022-12-01 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176884,2022-12-02 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
176906,2022-12-02 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176928,2022-12-02 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176950,2022-12-02 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176972,2022-12-02 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
176994,2022-12-02 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177016,2022-12-02 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177038,2022-12-02 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177060,2022-12-02 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,5.07,bereinigt
177082,2022-12-02 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,19.55,bereinigt
177104,2022-12-02 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,34.03,bereinigt
177126,2022-12-02 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,58.99,bereinigt
177148,2022-12-02 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,154.89,bereinigt
177170,2022-12-02 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,104.9,bereinigt
177192,2022-12-02 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,122.08,bereinigt
177214,2022-12-02 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,58.62,bereinigt
177236,2022-12-02 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,15.23,bereinigt
177258,2022-12-02 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177280,2022-12-02 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177302,2022-12-02 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177324,2022-12-02 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177346,2022-12-02 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177368,2022-12-02 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177390,2022-12-02 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177412,2022-12-03 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177434,2022-12-03 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177456,2022-12-03 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177478,2022-12-03 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177500,2022-12-03 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177522,2022-12-03 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177544,2022-12-03 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177566,2022-12-03 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.22,bereinigt
177588,2022-12-03 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,13.99,bereinigt
177610,2022-12-03 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,33.29,bereinigt
177632,2022-12-03 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,52.29,bereinigt
177654,2022-12-03 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,112.03,bereinigt
177676,2022-12-03 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,46.01,bereinigt
177698,2022-12-03 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,47.4,bereinigt
177720,2022-12-03 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,39.19,bereinigt
177742,2022-12-03 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.86,bereinigt
177764,2022-12-03 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,4.38,bereinigt
177786,2022-12-03 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177808,2022-12-03 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177830,2022-12-03 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
177852,2022-12-03 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177874,2022-12-03 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177896,2022-12-03 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177918,2022-12-03 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177940,2022-12-04 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177962,2022-12-04 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
177984,2022-12-04 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
178006,2022-12-04 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
178028,2022-12-04 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
178050,2022-12-04 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
178072,2022-12-04 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
178094,2022-12-04 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.04,bereinigt
178116,2022-12-04 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,5.44,bereinigt
178138,2022-12-04 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,13.64,bereinigt
